date;temp_max_anos;temp_min_anos;temp_media_anos;precipitacao_anos
04/04/2022;29.2;25.6;27.35;0.4
05/04/2022;28.4;26.0;27.089.999.999.999.900;1.0
06/04/2022;29.0;26.4;27.606.666.666.666.600;0.0
07/04/2022;28.6;26.0;2.726.666.666.666.660;0.0
08/04/2022;28.6;27.6;28.133.333.333.333.300;0.4
09/04/2022;29.25;26.25;27.65;0.0
10/04/2022;27.25;25.5;264.375;0.2
11/04/2022;26.0;25.666.666.666.666.600;25.833.333.333.333.300;0.0
12/04/2022;27.75;25.25;26.479.166.666.666.600;1.2
13/04/2022;28.75;26.75;27.875;0.6
14/04/2022;27.333.333.333.333.300;25.333.333.333.333.300;26.5;0.4
15/04/2022;29.0;25.0;27.222.222.222.222.200;0.0
16/04/2022;27.5;24.75;26.075;0.4
17/04/2022;29.75;25.25;27.395.833.333.333.300;0.8
18/04/2022;27.5;24.75;25.863.095.238.095.200;0.0
19/04/2022;26.25;24.75;25.333.333.333.333.300;0.0
20/04/2022;27.0;24.666.666.666.666.600;25.571.428.571.428.500;1.2
21/04/2022;29.25;27.5;28.5;0.2
22/04/2022;26.5;25.5;26.0;3.8
23/04/2022;28.25;26.25;27.083.333.333.333.300;6.6
24/04/2022;28.5;27.5;28.0;0.8
25/04/2022;26.5;25.25;25.875;5.2
26/04/2022;29.75;26.0;27.733.333.333.333.300;0.0
27/04/2022;28.0;26.25;26.875;0.2
28/04/2022;30.0;24.75;27.308.333.333.333.300;0.6
29/04/2022;28.75;23.75;25.979.166.666.666.600;0.0
30/04/2022;26.5;26.0;26.25;0.0
01/05/2022;27.333.333.333.333.300;26.0;26.688.888.888.888.800;0.0
02/05/2022;29.333.333.333.333.300;25.666.666.666.666.600;2.738.888.888.888.880;1.0
03/05/2022;28.333.333.333.333.300;26.333.333.333.333.300;27.166.666.666.666.600;0.0
04/05/2022;29.333.333.333.333.300;26.666.666.666.666.600;2.788.888.888.888.880;0.0
05/05/2022;27.0;26.333.333.333.333.300;26.555.555.555.555.500;2.0
06/05/2022;28.666.666.666.666.600;26.0;27.194.444.444.444.400;1.6
07/05/2022;28.333.333.333.333.300;25.0;26.583.333.333.333.300;4.2
08/05/2022;25.333.333.333.333.300;25.333.333.333.333.300;25.333.333.333.333.300;0.0
09/05/2022;29.0;27.5;28.166.666.666.666.600;0.4
10/05/2022;28.333.333.333.333.300;25.666.666.666.666.600;26.722.222.222.222.200;1.0
11/05/2022;29.25;26.5;278.125;0.0
12/05/2022;29.2;25.6;27.04;1.0
13/05/2022;25.25;24.75;25.0;14.0
14/05/2022;27.4;24.6;25.883.333.333.333.300;4.2
15/05/2022;27.6;25.8;26.5;6.4
16/05/2022;28.25;25.25;26.75;0.8
17/05/2022;26.75;25.25;25.958.333.333.333.300;1.0
18/05/2022;27.75;23.75;25.520.833.333.333.300;1.0
19/05/2022;28.75;26.0;27.375;0.4
20/05/2022;28.4;24.4;26.333.333.333.333.300;0.8
21/05/2022;27.25;26.0;26.625;13.6
22/05/2022;27.5;24.75;26.125;0.6
23/05/2022;25.5;23.75;24.520.833.333.333.300;22.0
24/05/2022;28.5;25.25;27.05;0.6
25/05/2022;28.0;24.666.666.666.666.600;25.833.333.333.333.300;1.0
26/05/2022;29.0;27.0;27.833.333.333.333.300;1.2
27/05/2022;28.0;25.5;26.5;0.8
28/05/2022;28.333.333.333.333.300;25.666.666.666.666.600;26.777.777.777.777.700;1.6
29/05/2022;27.0;24.666.666.666.666.600;2.561.111.111.111.110;5.6
30/05/2022;30.0;23.0;26.333.333.333.333.300;0.0
31/05/2022;27.333.333.333.333.300;24.0;25.222.222.222.222.200;6.4
01/06/2022;28.5;27.75;28.125;0.0
02/06/2022;27.666.666.666.666.600;26.333.333.333.333.300;27.222.222.222.222.200;6.6
03/06/2022;27.666.666.666.666.600;26.0;26.833.333.333.333.300;0.2
04/06/2022;27.5;25.0;26.104.166.666.666.600;0.2
05/06/2022;25.5;23.5;24.333.333.333.333.300;0.6
06/06/2022;30.5;28.5;29.5;2.6
07/06/2022;27.0;23.5;24.979.166.666.666.600;0.8
08/06/2022;26.75;23.25;2.434.583.333.333.330;0.2
09/06/2022;27.25;24.5;25.895.833.333.333.300;7.8
10/06/2022;26.666.666.666.666.600;23.666.666.666.666.600;24.900.000.000.000.000;1.0
11/06/2022;25.5;24.0;24.75;2.6
12/06/2022;26.75;24.0;25.416.666.666.666.600;0.0
13/06/2022;27.75;24.0;25.458.333.333.333.300;7.8
14/06/2022;27.5;26.0;26.833.333.333.333.300;3.2
15/06/2022;27.5;24.25;25.708.333.333.333.300;1.4
16/06/2022;23.666.666.666.666.600;22.666.666.666.666.600;23.166.666.666.666.600;6.4
17/06/2022;25.0;23.5;24.25;0.4
18/06/2022;24.5;24.5;24.5;0.0
19/06/2022;26.666.666.666.666.600;23.0;24.599.999.999.999.900;0.0
20/06/2022;27.333.333.333.333.300;24.666.666.666.666.600;25.666.666.666.666.600;1.8
21/06/2022;28.0;26.0;27.0;0.0
22/06/2022;27.75;26.5;26.916.666.666.666.600;4.8
23/06/2022;27.0;24.25;25.520.833.333.333.300;0.6
24/06/2022;25.0;23.0;23.925;1.6
25/06/2022;27.0;23.666.666.666.666.600;25.333.333.333.333.300;0.4
26/06/2022;25.0;23.25;24.083.333.333.333.300;5.0
27/06/2022;23.5;23.0;23.166.666.666.666.600;4.6
28/06/2022;24.75;24.0;24.333.333.333.333.300;2.2
29/06/2022;23.0;23.0;23.0;3.6
30/06/2022;25.25;23.5;24.375;1.6
01/07/2022;28.75;24.25;2.625.357.142.857.140;1.8
02/07/2022;26.6;23.8;24.983.333.333.333.300;0.8
03/07/2022;24.2;23.0;23.5;5.8
04/07/2022;26.6;23.6;25.119.999.999.999.900;2.2
05/07/2022;26.5;24.25;25.2;0.0
06/07/2022;26.5;23.25;2.459.166.666.666.660;1.6
07/07/2022;26.75;23.0;24.833.333.333.333.300;8.6
08/07/2022;25.0;23.0;24.0;3.0
09/07/2022;25.333.333.333.333.300;24.666.666.666.666.600;2.488.888.888.888.880;0.2
10/07/2022;27.666.666.666.666.600;23.333.333.333.333.300;2.503.888.888.888.880;0.2
11/07/2022;25.333.333.333.333.300;23.666.666.666.666.600;2.438.888.888.888.880;0.0
12/07/2022;26.5;23.5;249.375;0.0
13/07/2022;28.666.666.666.666.600;24.666.666.666.666.600;26.444.444.444.444.400;1.8
14/07/2022;25.75;23.75;24.708.333.333.333.300;0.0
15/07/2022;26.333.333.333.333.300;23.333.333.333.333.300;24.666.666.666.666.600;1.0
16/07/2022;27.0;23.666.666.666.666.600;2.511.111.111.111.110;1.6
17/07/2022;24.75;24.5;24.625;2.8
18/07/2022;27.0;23.0;25.291.666.666.666.600;5.8
19/07/2022;26.75;25.0;25.75;0.6
20/07/2022;25.75;23.25;24.5;0.6
21/07/2022;25.5;23.5;24.5;2.0
22/07/2022;24.25;23.25;23.666.666.666.666.600;4.2
23/07/2022;27.0;25.0;26.083.333.333.333.300;1.6
24/07/2022;25.333.333.333.333.300;23.0;23.861.111.111.111.100;1.8
25/07/2022;25.0;22.0;23.472.222.222.222.200;0.6
26/07/2022;25.0;21.666.666.666.666.600;2.288.888.888.888.880;0.6
27/07/2022;27.0;22.333.333.333.333.300;2.378.333.333.333.330;2.4
28/07/2022;26.0;23.333.333.333.333.300;24.333.333.333.333.300;2.4
29/07/2022;26.0;21.666.666.666.666.600;24.222.222.222.222.200;0.0
30/07/2022;24.0;24.0;24.0;0.8
31/07/2022;26.0;24.75;25.416.666.666.666.600;3.6
01/08/2022;26.75;23.0;24.291.666.666.666.600;0.8
02/08/2022;27.0;24.75;25.979.166.666.666.600;0.8
03/08/2022;24.0;24.0;24.0;0.0
04/08/2022;25.5;24.0;24.833.333.333.333.300;0.2
05/08/2022;28.0;25.666.666.666.666.600;26.75;0.0
06/08/2022;24.25;23.5;23.833.333.333.333.300;0.2
07/08/2022;27.0;25.25;25.833.333.333.333.300;1.8
08/08/2022;27.75;23.25;25.583.333.333.333.300;1.6
09/08/2022;27.25;22.75;2.484.375;0.0
10/08/2022;28.75;23.0;25.833.333.333.333.300;0.0
11/08/2022;27.0;25.666.666.666.666.600;26.5;0.0
12/08/2022;26.666.666.666.666.600;25.0;25.833.333.333.333.300;0.0
13/08/2022;26.666.666.666.666.600;24.0;25.333.333.333.333.300;0.0
14/08/2022;26.666.666.666.666.600;23.0;24.5;0.2
15/08/2022;27.0;22.5;25.166.666.666.666.600;0.0
16/08/2022;28.5;24.5;27.125;0.4
17/08/2022;27.333.333.333.333.300;24.0;25.5;0.2
18/08/2022;26.5;23.5;25.0;0.0
19/08/2022;25.0;23.666.666.666.666.600;24.222.222.222.222.200;1.2
20/08/2022;26.0;24.0;24.722.222.222.222.200;1.6
21/08/2022;28.0;25.0;26.5;0.2
22/08/2022;24.5;22.5;23.5;0.2
23/08/2022;25.333.333.333.333.300;23.333.333.333.333.300;24.222.222.222.222.200;1.2
24/08/2022;25.5;22.25;23.791.666.666.666.600;0.2
25/08/2022;28.25;23.5;25.945.833.333.333.300;0.0
26/08/2022;25.25;22.75;23.858.333.333.333.300;0.0
27/08/2022;26.0;24.5;25.166.666.666.666.600;0.6
28/08/2022;27.0;23.5;25.208.333.333.333.300;0.0
29/08/2022;27.25;24.75;26.107.142.857.142.800;0.4
30/08/2022;25.5;23.25;24.666.666.666.666.600;0.0
31/08/2022;27.0;23.75;25.125;0.0
01/09/2022;27.666.666.666.666.600;26.333.333.333.333.300;27.0;1.6
02/09/2022;25.0;25.0;25.0;0.2
03/09/2022;26.0;24.333.333.333.333.300;25.055.555.555.555.500;0.0
04/09/2022;27.333.333.333.333.300;23.666.666.666.666.600;25.3;0.6
05/09/2022;26.333.333.333.333.300;23.666.666.666.666.600;2.511.111.111.111.110;0.6
06/09/2022;28.333.333.333.333.300;24.333.333.333.333.300;26.166.666.666.666.600;0.4
07/09/2022;24.0;23.666.666.666.666.600;23.833.333.333.333.300;0.2
08/09/2022;27.0;23.333.333.333.333.300;24.933.333.333.333.300;1.2
09/09/2022;27.666.666.666.666.600;26.0;26.833.333.333.333.300;0.0
10/09/2022;26.333.333.333.333.300;24.666.666.666.666.600;25.444.444.444.444.400;0.2
11/09/2022;26.333.333.333.333.300;24.666.666.666.666.600;25.333.333.333.333.300;0.0
12/09/2022;26.0;23.666.666.666.666.600;24.666.666.666.666.600;0.0
13/09/2022;26.333.333.333.333.300;24.0;25.366.666.666.666.600;0.2
14/09/2022;27.75;25.25;26.333.333.333.333.300;0.2
15/09/2022;25.25;24.75;25.083.333.333.333.300;0.0
16/09/2022;26.0;25.0;25.7;0.2
17/09/2022;27.5;24.0;255.125;0.4
18/09/2022;27.0;25.5;26.083.333.333.333.300;0.0
19/09/2022;27.2;25.2;2.623.333.333.333.330;2.2
20/09/2022;26.25;24.5;25.25;0.2
21/09/2022;27.6;24.4;26.0;0.0
22/09/2022;26.0;24.5;25.083.333.333.333.300;0.2
23/09/2022;28.75;25.25;26.733.333.333.333.300;1.0
24/09/2022;27.75;25.0;25.958.333.333.333.300;0.0
25/09/2022;28.5;25.5;27.125;0.0
26/09/2022;27.0;25.0;26.0;0.4
27/09/2022;27.25;26.0;265.625;0.2
28/09/2022;29.333.333.333.333.300;27.333.333.333.333.300;28.555.555.555.555.500;0.0
29/09/2022;28.25;27.75;28.0;0.0
30/09/2022;28.75;27.0;27.875;0.0
01/10/2022;28.75;24.75;26.504.166.666.666.600;0.0
02/10/2022;28.75;24.25;26.416.666.666.666.600;0.2
03/10/2022;27.0;25.75;263.125;0.0
04/10/2022;29.25;25.25;271.125;0.0
05/10/2022;27.25;25.25;26.25;0.0
06/10/2022;29.333.333.333.333.300;25.333.333.333.333.300;27.222.222.222.222.200;0.0
07/10/2022;27.0;25.75;26.291.666.666.666.600;0.0
08/10/2022;27.5;27.5;27.5;0.0
09/10/2022;29.75;27.25;28.583.333.333.333.300;0.0
10/10/2022;28.5;26.25;27.316.666.666.666.600;0.4
11/10/2022;28.75;26.5;27.760.416.666.666.600;0.0
12/10/2022;27.75;25.75;26.833.333.333.333.300;0.0
13/10/2022;28.666.666.666.666.600;26.0;27.322.222.222.222.200;0.4
14/10/2022;27.0;26.0;26.444.444.444.444.400;0.0
15/10/2022;29.333.333.333.333.300;24.666.666.666.666.600;26.866.666.666.666.600;0.2
16/10/2022;28.666.666.666.666.600;26.333.333.333.333.300;27.555.555.555.555.500;0.0
17/10/2022;28.333.333.333.333.300;24.333.333.333.333.300;26.083.333.333.333.300;0.0
18/10/2022;27.0;25.666.666.666.666.600;26.277.777.777.777.700;0.0
19/10/2022;28.0;25.333.333.333.333.300;2.657.777.777.777.770;0.0
20/10/2022;28.666.666.666.666.600;28.0;28.333.333.333.333.300;0.0
21/10/2022;28.333.333.333.333.300;25.0;26.444.444.444.444.400;0.0
22/10/2022;29.0;25.333.333.333.333.300;27.083.333.333.333.300;0.0
23/10/2022;28.333.333.333.333.300;24.666.666.666.666.600;26.277.777.777.777.700;0.0
24/10/2022;27.333.333.333.333.300;25.0;26.333.333.333.333.300;0.0
25/10/2022;28.666.666.666.666.600;25.666.666.666.666.600;27.194.444.444.444.400;0.0
26/10/2022;29.0;26.0;27.583.333.333.333.300;0.0
27/10/2022;27.666.666.666.666.600;25.333.333.333.333.300;26.277.777.777.777.700;0.0
28/10/2022;30.5;26.0;28.625;0.0
29/10/2022;27.0;25.0;26.0;0.0
30/10/2022;29.0;27.0;28.0;0.0
31/10/2022;27.333.333.333.333.300;26.0;26.666.666.666.666.600;0.0
01/11/2022;29.0;25.0;27.0;0.0
02/11/2022;30.0;25.0;27.5;0.0
03/11/2022;28.666.666.666.666.600;26.666.666.666.666.600;27.527.777.777.777.700;0.0
04/11/2022;28.0;25.666.666.666.666.600;26.527.777.777.777.700;0.0
05/11/2022;26.0;25.666.666.666.666.600;25.833.333.333.333.300;0.0
06/11/2022;26.0;26.0;26.0;0.0
07/11/2022;28.333.333.333.333.300;25.333.333.333.333.300;2.688.888.888.888.880;0.0
08/11/2022;29.0;26.333.333.333.333.300;27.805.555.555.555.500;0.0
09/11/2022;29.0;26.5;27.75;0.0
10/11/2022;28.5;26.0;27.375;0.0
11/11/2022;27.333.333.333.333.300;25.666.666.666.666.600;26.666.666.666.666.600;0.0
12/11/2022;29.0;25.333.333.333.333.300;27.222.222.222.222.200;0.4
13/11/2022;31.0;29.0;30.0;1.0
14/11/2022;29.0;28.333.333.333.333.300;28.666.666.666.666.600;0.0
15/11/2022;29.0;26.0;27.416.666.666.666.600;0.0
16/11/2022;30.0;27.5;28.7;0.0
17/11/2022;27.333.333.333.333.300;25.333.333.333.333.300;26.5;0.8
18/11/2022;28.666.666.666.666.600;27.0;2.763.888.888.888.880;0.0
19/11/2022;28.75;27.75;28.291.666.666.666.600;0.0
20/11/2022;29.25;26.5;27.975;0.0
21/11/2022;28.5;26.75;27.395.833.333.333.300;0.0
22/11/2022;27.75;26.5;27.166.666.666.666.600;0.0
23/11/2022;27.0;25.25;260.625;0.0
24/11/2022;28.75;26.5;27.416.666.666.666.600;0.0
25/11/2022;30.0;27.5;286.875;0.0
26/11/2022;30.0;27.333.333.333.333.300;28.416.666.666.666.600;0.0
27/11/2022;28.5;27.0;27.6;2.6
28/11/2022;28.25;26.0;27.083.333.333.333.300;0.0
29/11/2022;29.666.666.666.666.600;26.0;27.472.222.222.222.200;0.4
30/11/2022;28.0;27.4;2.773.333.333.333.330;0.0
01/12/2022;28.75;26.5;27.625;0.0
02/12/2022;28.0;26.6;27.383.333.333.333.300;0.0
03/12/2022;28.0;26.75;27.5;0.0
04/12/2022;30.2;28.0;29.25;0.0
05/12/2022;29.0;26.5;28.104.166.666.666.600;0.0
06/12/2022;28.0;25.8;26.7;0.2
07/12/2022;29.8;27.6;28.633.333.333.333.300;0.2
08/12/2022;28.4;26.4;27.15;0.0
09/12/2022;29.6;26.4;27.916.666.666.666.600;0.0
10/12/2022;30.666.666.666.666.600;25.333.333.333.333.300;2.757.777.777.777.770;0.0
11/12/2022;28.25;27.25;27.75;0.0
12/12/2022;28.5;26.0;27.25;0.6
13/12/2022;27.5;26.75;27.125;0.6
14/12/2022;30.0;27.25;28.520.833.333.333.300;0.0
15/12/2022;29.25;27.25;28.375;1.0
16/12/2022;28.25;25.5;268.125;0.0
17/12/2022;30.0;26.333.333.333.333.300;27.75;0.0
18/12/2022;31.0;26.333.333.333.333.300;28.583.333.333.333.300;0.0
19/12/2022;27.333.333.333.333.300;27.333.333.333.333.300;27.333.333.333.333.300;0.0
20/12/2022;26.5;26.25;26.375;0.0
21/12/2022;28.75;26.0;272.625;1.0
22/12/2022;29.75;26.25;283.125;0.0
23/12/2022;29.75;27.5;28.520.833.333.333.300;0.6
24/12/2022;28.75;27.0;27.916.666.666.666.600;0.0
25/12/2022;27.4;26.2;26.866.666.666.666.600;0.0
26/12/2022;28.6;26.6;27.5;0.0
27/12/2022;29.5;26.75;28.0;0.0
28/12/2022;27.6;25.8;26.55;0.8
29/12/2022;29.333.333.333.333.300;28.0;28.722.222.222.222.200;0.4
30/12/2022;28.8;26.2;27.4;0.0
31/12/2022;29.75;25.0;269.375;0.4
01/01/2021;28.8;25.6;27.143.333.333.333.300;0.2
02/01/2021;29.0;28.0;28.5;0.0
03/01/2021;29.0;27.25;28.020.833.333.333.300;0.0
04/01/2021;28.75;27.25;27.958.333.333.333.300;0.2
05/01/2021;29.4;25.6;27.133.333.333.333.300;0.8
06/01/2021;28.2;25.4;2.693.333.333.333.330;0.0
07/01/2021;29.5;26.25;27.958.333.333.333.300;0.0
08/01/2021;28.25;27.25;27.625;0.0
09/01/2021;30.0;26.25;28.0;0.0
10/01/2021;30.75;26.25;28.708.333.333.333.300;0.0
11/01/2021;29.333.333.333.333.300;27.333.333.333.333.300;28.666.666.666.666.600;1.2
12/01/2021;28.0;25.75;26.625;0.4
13/01/2021;26.0;26.0;26.0;0.2
14/01/2021;29.25;26.0;27.5;0.6
15/01/2021;29.0;27.0;279.375;0.6
16/01/2021;29.25;27.0;27.875;0.0
17/01/2021;27.5;27.0;27.25;0.0
18/01/2021;28.75;26.5;27.375;0.6
19/01/2021;29.0;27.75;28.416.666.666.666.600;0.0
20/01/2021;29.75;27.75;28.833.333.333.333.300;0.0
21/01/2021;28.25;26.0;268.125;3.0
22/01/2021;28.75;27.25;279.375;0.4
23/01/2021;27.0;27.0;27.0;0.0
24/01/2021;30.2;27.6;28.663.333.333.333.300;0.0
25/01/2021;28.0;27.4;27.75;0.6
26/01/2021;28.6;25.8;27.166.666.666.666.600;0.0
27/01/2021;29.2;25.4;26.903.333.333.333.300;3.6
28/01/2021;30.0;29.2;29.6;0.0
29/01/2021;28.4;26.4;27.2;0.8
30/01/2021;28.8;26.4;27.353.333.333.333.300;0.0
31/01/2021;27.8;26.8;27.3;0.0
01/02/2021;29.2;27.4;28.166.666.666.666.600;0.0
02/02/2021;29.25;27.0;28.125;0.0
03/02/2021;27.5;26.5;27.083.333.333.333.300;7.8
04/02/2021;30.666.666.666.666.600;29.0;29.8;1.2
05/02/2021;29.25;26.25;277.375;0.0
06/02/2021;27.0;27.0;27.0;0.0
07/02/2021;28.666.666.666.666.600;26.333.333.333.333.300;27.444.444.444.444.400;0.0
08/02/2021;29.5;27.5;281.875;0.4
09/02/2021;28.75;27.5;28.166.666.666.666.600;0.0
10/02/2021;30.666.666.666.666.600;25.333.333.333.333.300;28.083.333.333.333.300;0.2
11/02/2021;29.25;27.5;28.25;0.4
12/02/2021;29.75;25.75;278.125;0.0
13/02/2021;28.25;27.0;27.495.833.333.333.300;5.0
14/02/2021;29.5;27.0;28.125;0.2
15/02/2021;27.25;26.0;26.75;0.0
16/02/2021;30.0;26.25;27.758.333.333.333.300;1.4
17/02/2021;29.0;27.25;28.208.333.333.333.300;0.0
18/02/2021;29.5;27.25;28.520.833.333.333.300;0.2
19/02/2021;30.25;28.5;29.25;0.2
21/02/2021;29.75;26.75;281.875;0.0
22/02/2021;30.5;27.75;29.166.666.666.666.600;0.0
23/02/2021;28.0;26.25;27.125;0.2
24/02/2021;29.0;26.25;27.479.166.666.666.600;0.0
25/02/2021;30.0;26.75;27.979.166.666.666.600;0.0
26/02/2021;30.0;27.0;28.625;7.8
27/02/2021;29.25;26.0;27.458.333.333.333.300;4.0
28/02/2021;28.6;26.2;2.723.333.333.333.330;5.4
01/03/2021;29.0;27.8;2.853.333.333.333.330;0.0
02/03/2021;29.0;27.25;27.75;0.2
03/03/2021;29.2;27.4;28.416.666.666.666.600;3.6
04/03/2021;27.8;27.2;27.5;0.2
05/03/2021;27.8;26.2;26.833.333.333.333.300;4.6
06/03/2021;29.0;28.25;28.625;0.2
07/03/2021;27.0;26.2;26.660.000.000.000.000;0.0
08/03/2021;28.4;25.4;26.846.666.666.666.600;0.0
09/03/2021;30.6;26.2;28.306.666.666.666.600;0.0
10/03/2021;28.4;26.2;27.3;0.6
11/03/2021;29.6;26.4;27.85;0.2
12/03/2021;28.25;26.25;27.583.333.333.333.300;0.2
13/03/2021;27.75;26.25;270.625;1.4
14/03/2021;28.4;26.0;2.721.666.666.666.660;0.0
15/03/2021;29.0;25.75;273.125;0.2
16/03/2021;27.75;25.5;26.875;1.4
17/03/2021;29.0;26.666.666.666.666.600;27.916.666.666.666.600;0.0
18/03/2021;27.25;25.5;26.333.333.333.333.300;3.0
19/03/2021;27.75;25.25;26.375;0.0
20/03/2021;30.0;27.0;28.333.333.333.333.300;0.0
21/03/2021;28.75;25.75;27.520.833.333.333.300;0.4
22/03/2021;29.75;26.0;28.1;0.6
23/03/2021;29.75;25.75;27.770.833.333.333.300;0.0
24/03/2021;26.0;26.0;26.0;0.8
25/03/2021;28.5;26.0;27.291.666.666.666.600;0.0
26/03/2021;27.25;25.25;260.625;1.6
27/03/2021;29.333.333.333.333.300;26.0;2.711.111.111.111.110;0.6
28/03/2021;29.25;28.0;28.625;0.0
29/03/2021;28.0;25.333.333.333.333.300;26.722.222.222.222.200;2.0
30/03/2021;27.666.666.666.666.600;26.0;26.444.444.444.444.400;1.0
31/03/2021;28.2;26.4;27.133.333.333.333.300;3.2
01/04/2021;27.2;27.2;27.2;0.8
02/04/2021;29.5;25.75;27.091.666.666.666.600;4.2
03/04/2021;28.6;26.8;27.5;2.0
04/04/2021;29.2;25.6;27.35;0.4
05/04/2021;28.4;26.0;27.089.999.999.999.900;1.0
06/04/2021;29.0;26.4;27.606.666.666.666.600;0.0
07/04/2021;28.6;26.0;2.726.666.666.666.660;0.0
08/04/2021;28.6;27.6;28.133.333.333.333.300;0.4
09/04/2021;29.25;26.25;27.65;0.0
10/04/2021;27.25;25.5;264.375;0.2
11/04/2021;26.0;25.666.666.666.666.600;25.833.333.333.333.300;0.0
12/04/2021;27.75;25.25;26.479.166.666.666.600;1.2
13/04/2021;28.75;26.75;27.875;0.6
14/04/2021;27.333.333.333.333.300;25.333.333.333.333.300;26.5;0.4
15/04/2021;29.0;25.0;27.222.222.222.222.200;0.0
16/04/2021;27.5;24.75;26.075;0.4
17/04/2021;29.75;25.25;27.395.833.333.333.300;0.8
18/04/2021;27.5;24.75;25.863.095.238.095.200;0.0
19/04/2021;26.25;24.75;25.333.333.333.333.300;0.0
20/04/2021;27.0;24.666.666.666.666.600;25.571.428.571.428.500;1.2
21/04/2021;29.25;27.5;28.5;0.2
22/04/2021;26.5;25.5;26.0;3.8
23/04/2021;28.25;26.25;27.083.333.333.333.300;6.6
24/04/2021;28.5;27.5;28.0;0.8
25/04/2021;26.5;25.25;25.875;5.2
26/04/2021;29.75;26.0;27.733.333.333.333.300;0.0
27/04/2021;28.0;26.25;26.875;0.2
28/04/2021;30.0;24.75;27.308.333.333.333.300;0.6
29/04/2021;28.75;23.75;25.979.166.666.666.600;0.0
30/04/2021;26.5;26.0;26.25;0.0
01/05/2021;27.333.333.333.333.300;26.0;26.688.888.888.888.800;0.0
02/05/2021;29.333.333.333.333.300;25.666.666.666.666.600;2.738.888.888.888.880;1.0
03/05/2021;28.333.333.333.333.300;26.333.333.333.333.300;27.166.666.666.666.600;0.0
04/05/2021;29.333.333.333.333.300;26.666.666.666.666.600;2.788.888.888.888.880;0.0
05/05/2021;27.0;26.333.333.333.333.300;26.555.555.555.555.500;2.0
06/05/2021;28.666.666.666.666.600;26.0;27.194.444.444.444.400;1.6
07/05/2021;28.333.333.333.333.300;25.0;26.583.333.333.333.300;4.2
08/05/2021;25.333.333.333.333.300;25.333.333.333.333.300;25.333.333.333.333.300;0.0
09/05/2021;29.0;27.5;28.166.666.666.666.600;0.4
10/05/2021;28.333.333.333.333.300;25.666.666.666.666.600;26.722.222.222.222.200;1.0
11/05/2021;29.25;26.5;278.125;0.0
12/05/2021;29.2;25.6;27.04;1.0
13/05/2021;25.25;24.75;25.0;14.0
14/05/2021;27.4;24.6;25.883.333.333.333.300;4.2
15/05/2021;27.6;25.8;26.5;6.4
16/05/2021;28.25;25.25;26.75;0.8
17/05/2021;26.75;25.25;25.958.333.333.333.300;1.0
18/05/2021;27.75;23.75;25.520.833.333.333.300;1.0
19/05/2021;28.75;26.0;27.375;0.4
20/05/2021;28.4;24.4;26.333.333.333.333.300;0.8
21/05/2021;27.25;26.0;26.625;13.6
22/05/2021;27.5;24.75;26.125;0.6
23/05/2021;25.5;23.75;24.520.833.333.333.300;22.0
24/05/2021;28.5;25.25;27.05;0.6
25/05/2021;28.0;24.666.666.666.666.600;25.833.333.333.333.300;1.0
26/05/2021;29.0;27.0;27.833.333.333.333.300;1.2
27/05/2021;28.0;25.5;26.5;0.8
28/05/2021;28.333.333.333.333.300;25.666.666.666.666.600;26.777.777.777.777.700;1.6
29/05/2021;27.0;24.666.666.666.666.600;2.561.111.111.111.110;5.6
30/05/2021;30.0;23.0;26.333.333.333.333.300;0.0
31/05/2021;27.333.333.333.333.300;24.0;25.222.222.222.222.200;6.4
01/06/2021;28.5;27.75;28.125;0.0
02/06/2021;27.666.666.666.666.600;26.333.333.333.333.300;27.222.222.222.222.200;6.6
03/06/2021;27.666.666.666.666.600;26.0;26.833.333.333.333.300;0.2
04/06/2021;27.5;25.0;26.104.166.666.666.600;0.2
05/06/2021;25.5;23.5;24.333.333.333.333.300;0.6
06/06/2021;30.5;28.5;29.5;2.6
07/06/2021;27.0;23.5;24.979.166.666.666.600;0.8
08/06/2021;26.75;23.25;2.434.583.333.333.330;0.2
09/06/2021;27.25;24.5;25.895.833.333.333.300;7.8
10/06/2021;26.666.666.666.666.600;23.666.666.666.666.600;24.900.000.000.000.000;1.0
11/06/2021;25.5;24.0;24.75;2.6
12/06/2021;26.75;24.0;25.416.666.666.666.600;0.0
13/06/2021;27.75;24.0;25.458.333.333.333.300;7.8
14/06/2021;27.5;26.0;26.833.333.333.333.300;3.2
15/06/2021;27.5;24.25;25.708.333.333.333.300;1.4
16/06/2021;23.666.666.666.666.600;22.666.666.666.666.600;23.166.666.666.666.600;6.4
17/06/2021;25.0;23.5;24.25;0.4
18/06/2021;24.5;24.5;24.5;0.0
19/06/2021;26.666.666.666.666.600;23.0;24.599.999.999.999.900;0.0
20/06/2021;27.333.333.333.333.300;24.666.666.666.666.600;25.666.666.666.666.600;1.8
21/06/2021;28.0;26.0;27.0;0.0
22/06/2021;27.75;26.5;26.916.666.666.666.600;4.8
23/06/2021;27.0;24.25;25.520.833.333.333.300;0.6
24/06/2021;25.0;23.0;23.925;1.6
25/06/2021;27.0;23.666.666.666.666.600;25.333.333.333.333.300;0.4
26/06/2021;25.0;23.25;24.083.333.333.333.300;5.0
27/06/2021;23.5;23.0;23.166.666.666.666.600;4.6
28/06/2021;24.75;24.0;24.333.333.333.333.300;2.2
29/06/2021;23.0;23.0;23.0;3.6
30/06/2021;25.25;23.5;24.375;1.6
